Date,XLE,SPY,XLC,XLY,XLP,XLV,XLF,XLI,XLB,XLK,XLRE,XLU
2019-11-07,22.592233657836914,280.2578125,48.24678039550781,57.30239486694336,51.14616012573242,84.4540786743164,26.41452407836914,73.55366516113281,26.28084373474121,40.486331939697266,30.38370704650879,25.32621955871582
2019-11-08,22.49954605102539,280.9490051269531,48.37821960449219,57.326019287109375,51.11250305175781,85.07112884521484,26.40567398071289,73.65277099609375,26.386089324951172,40.7132568359375,30.327516555786133,25.220033645629883
2019-11-11,22.373498916625977,280.4124450683594,48.15290451049805,57.20790481567383,51.036781311035156,84.72234344482422,26.334884643554688,73.68876647949219,26.34662437438965,40.7321662902832,30.38370704650879,25.06483268737793
2019-11-12,22.258577346801758,281.0034484863281,48.209228515625,57.17011260986328,51.20502853393555,85.23208618164062,26.370275497436523,73.6797866821289,26.482568740844727,40.8692512512207,30.183019638061523,25.1260986328125
2019-11-13,22.162185668945312,281.094482421875,48.190460205078125,56.99058532714844,51.59199905395508,85.3304443359375,26.2021427154541,73.37348937988281,26.329082489013672,40.95907211303711,30.488056182861328,25.49776268005371
2019-11-14,22.10286521911621,281.5037536621094,48.40639877319336,57.23625946044922,51.575164794921875,85.33940124511719,26.25524139404297,73.60772705078125,26.491334915161133,40.911808013916016,30.793100357055664,25.587610244750977
2019-11-15,22.273405075073242,283.5407409667969,48.810089111328125,57.3401985168457,51.59199905395508,87.15475463867188,26.326030731201172,74.14820098876953,26.469411849975586,41.24272537231445,30.945621490478516,25.669294357299805
2019-11-18,22.00276756286621,283.7498779296875,48.979087829589844,57.53861618041992,51.861183166503906,86.85965728759766,26.37912940979004,73.86894989013672,26.40363311767578,41.36564636230469,31.11420249938965,25.722387313842773
2019-11-19,21.676525115966797,283.6680908203125,49.00725173950195,56.90554428100586,51.793888092041016,87.44983673095703,26.43222427368164,73.80590057373047,26.34662437438965,41.446014404296875,31.178417205810547,25.657045364379883
2019-11-20,21.895261764526367,282.6131896972656,48.706817626953125,56.773258209228516,51.911651611328125,87.33361053466797,26.308334350585938,73.22035217285156,26.017730712890625,41.19545364379883,31.194480895996094,25.81224250793457
2019-11-21,22.25486183166504,282.158447265625,48.838253021240234,56.452003479003906,51.65088653564453,87.55715942382812,26.281787872314453,73.19332885742188,25.973873138427734,40.98744583129883,30.77705192565918,25.722387313842773
2019-11-22,22.18072509765625,282.78594970703125,48.857025146484375,56.83939743041992,51.5667610168457,87.8701400756836,26.47646713256836,73.5716781616211,26.017730712890625,40.93545150756836,30.60044288635254,25.730558395385742
2019-11-25,22.202960968017578,284.9776306152344,49.00725173950195,57.3401985168457,51.62564468383789,88.8985595703125,26.644596099853516,74.10318756103516,26.18875503540039,41.53110885620117,30.62453269958496,25.644790649414062
2019-11-26,21.999059677124023,285.6232604980469,49.166839599609375,57.73231887817383,52.0462532043457,88.82703399658203,26.618051528930664,74.31940460205078,26.320308685302734,41.568931579589844,31.049976348876953,25.730558395385742
2019-11-27,22.054676055908203,286.89642333984375,49.51422119140625,58.22837448120117,52.17243576049805,89.28306579589844,26.724239349365234,74.247314453125,26.425559997558594,41.80057907104492,31.146305084228516,25.77548599243164
2019-11-29,21.832239151000977,285.8323974609375,49.34521484375,57.85043716430664,52.15561294555664,88.97010040283203,26.67999267578125,73.90499114990234,26.329082489013672,41.67766571044922,31.02590560913086,25.750974655151367
2019-12-02,21.832239151000977,283.404296875,48.87580871582031,57.373260498046875,52.273380279541016,88.57662200927734,26.511869430541992,72.68887329101562,26.065969467163086,41.08200454711914,30.45594596862793,25.58353042602539
